time,yaw,pitch,roll
23.989,-56.35,-6.32,-8.54
24.09,-56.37,-6.34,-8.64
24.19,-56.05,-6.11,-8.49
24.29,-56.21,-5.87,-8.16
24.391,-56.01,-5.83,-7.47
24.499,-55.77,-5.77,-7.3
24.599,-55.49,-5.99,-8.13
24.7,-55.29,-6.04,-7.79
24.8,-55.44,-6.14,-7.28
24.901,-55.22,-6.08,-8.31
25.001,-55.41,-5.94,-8.28
25.102,-55.54,-5.83,-8.49
25.202,-55.55,-5.61,-8.12
25.302,-55.6,-5.74,-8.02
25.402,-55.15,-5.3,-8.08
25.503,-54.96,-5.71,-7.65
25.603,-55.58,-5.78,-7.16
25.703,-55.41,-5.58,-6.76
25.804,-55.54,-5.63,-6.83
25.904,-55.81,-5.35,-6.2
26.004,-55.67,-5.28,-6.37
26.105,-55.74,-5.43,-6.23
26.205,-55.79,-6.07,-6.8
26.306,-56.02,-5.83,-6.58
26.406,-54.86,-6.32,-8.14
26.507,-54.08,-5.67,-9.1
26.607,-53.76,-4.61,-9.91
26.707,-53.91,-5.67,-8.95
26.808,-54.25,-5.62,-9.72
26.908,-54.11,-5.93,-9.33
27.008,-54.47,-5.89,-9.78
27.109,-55.29,-5.69,-10.29
27.21,-56.02,-5.71,-10
27.31,-56.88,-5.14,-10.92
27.41,-57.82,-4.8,-10.41
27.51,-57.37,-4.62,-9.46
27.611,-57.6,-4.45,-8.67
27.711,-57.24,-4.51,-8.85
27.811,-56.89,-4.72,-8.97
27.912,-57.1,-5.16,-7.66
28.004,-57.28,-5.25,-8.1
28.105,-57.46,-5.49,-7.72
28.205,-57.8,-5.31,-7.54
28.306,-57.86,-5.25,-7.14
28.411,-57.77,-5.5,-7.32
28.51,-58.37,-5.43,-7.66
28.611,-58.42,-5.36,-7.87
28.711,-58.27,-4.96,-8.25
28.812,-58.61,-4.72,-8.55
28.912,-58.47,-4.38,-7.92
29.012,-57.84,-4.29,-8.14
29.113,-57.55,-4.75,-7.36
29.213,-57.84,-4.58,-6.72
29.313,-57.42,-4.3,-6.23
29.414,-56.62,-4.5,-6.26
29.514,-56.48,-4.03,-7.23
29.615,-56.59,-4.04,-7.42
29.715,-56.9,-4.21,-8.54
29.815,-57,-3.67,-9.64
29.916,-57.65,-3.2,-10.71
30.016,-58.44,-2.67,-10.7
30.117,-59.35,-2.58,-9.77
30.218,-59.57,-3.09,-9.38
30.318,-59.04,-3.6,-13.61
30.417,-59.93,-5.1,-10.04
30.518,-59.83,-4.48,-9.3
30.618,-59.7,-3.6,-10.01
30.719,-59.94,-5.36,-9.2
30.82,-59.56,-4.73,-10.86
30.92,-59.89,-4.79,-9.61
31.02,-60.24,-4.5,-9.24
31.121,-58.82,-3.97,-8.91
31.221,-57.63,-4.11,-9.13
31.321,-55.89,-4.11,-8.98
31.422,-54.35,-3.81,-9.13
31.522,-53.43,-3.76,-7.97
31.622,-52.16,-3.43,-7.82
31.723,-51.04,-4.12,-7.27
31.823,-49.69,-3.82,-8.32
31.924,-48.21,-3.59,-7.88
32.024,-48.18,-4.08,-7.88
32.124,-48.3,-4.96,-8.19
32.225,-48.57,-5.25,-8.39
32.325,-48.09,-5.75,-7.31
32.425,-47.2,-5.83,-7.93
32.526,-47.3,-5.76,-8.3
32.626,-47.51,-5.75,-7.97
32.727,-47.59,-5.45,-8.94
32.827,-47.62,-5.54,-8.73
32.928,-47.71,-6.59,-9.03
33.028,-49.34,-6.67,-9.44
33.128,-50.6,-6.97,-9.26
33.229,-50.43,-6.64,-8.93
33.329,-49.7,-7.03,-8.36
33.429,-49.8,-5.82,-8.38
33.53,-48.82,-6.04,-7.56
33.63,-47.67,-6.02,-7.35
33.731,-46.78,-4.93,-9.27
33.831,-47.24,-5.19,-7.28
33.932,-47.35,-4.89,-7.46
34.032,-47.98,-5.56,-7.63
34.132,-49.14,-5.01,-7.94
34.233,-50.81,-5.48,-7.85
34.333,-53.18,-5.42,-8.48
34.433,-55.13,-5.53,-8.14
34.534,-56.11,-5.01,-8.42
34.634,-56.67,-4.62,-7.73
34.734,-56.8,-4.62,-7.93
34.834,-55.77,-4.57,-6.28
34.935,-54.99,-5.2,-7.72
35.036,-55.14,-5.42,-6.1
35.136,-55.16,-5.91,-6.16
35.236,-55.4,-6.1,-6.06
35.337,-56.22,-6.13,-6.31
35.437,-56.6,-5.46,-6.12
35.538,-56.48,-5.29,-6.82
35.638,-56.65,-5.25,-7.03
35.738,-57.02,-5.99,-6.51
35.838,-57.48,-5.96,-6.55
35.939,-57.23,-5.99,-6.18
36.039,-56.67,-5.67,-7.02
36.14,-56.52,-5.11,-7.62
36.24,-55.75,-4.87,-7.46
36.341,-55.97,-5.01,-6.73
36.441,-56.05,-4.49,-7.28
36.541,-56.43,-5.59,-6.65
36.642,-57.08,-6.23,-6.97
36.742,-57.54,-5.79,-7.3
36.842,-57.86,-5.14,-7.03
36.943,-58.42,-5.05,-7.13
37.043,-58.65,-4.74,-7.21
37.144,-58.63,-4.58,-7.94
37.244,-58.72,-4.84,-7.73
37.345,-58.86,-5.07,-7.56
37.445,-59.27,-5.78,-7.52
37.545,-59.36,-6.58,-7.46
37.645,-60.46,-6.76,-7.29
37.746,-60.74,-6.67,-6.73
37.846,-59.76,-7.15,-7.01
37.947,-59.99,-6.89,-7.48
38.047,-60.24,-6.47,-7.69
38.147,-59.99,-6.01,-7.84
38.248,-59.67,-5.97,-8
38.348,-59.35,-6.22,-8.5
38.449,-59.09,-5.97,-8.71
38.549,-59.35,-5.83,-7.51
38.649,-59.32,-6.36,-7.46
38.75,-59.9,-6.76,-7.98
38.85,-60.43,-6.83,-7.78
38.95,-60.74,-6.92,-8.4
39.051,-60.98,-6.67,-9.01
39.151,-61.22,-5.99,-8.99
39.252,-61.52,-5.97,-8.5
39.352,-61.2,-6.18,-7.98
39.452,-61.17,-6.38,-7.97
39.553,-61.25,-6.6,-7.63
39.653,-60.61,-6.85,-7.6
39.754,-60.19,-6.77,-7.5
39.854,-60.37,-6.87,-7.34
39.954,-60.36,-6.55,-6.83
40.056,-60.01,-6.88,-6.03
40.155,-60.13,-7.1,-7.17
40.256,-60.33,-7.14,-6.6
40.356,-60.06,-6.91,-7.45
40.457,-59.77,-7.15,-7.12
40.557,-59.67,-6.52,-6.77
40.657,-58.95,-6.36,-6.8
40.757,-58.99,-6.44,-6.88
40.858,-59.35,-6.29,-6.15
40.958,-58.87,-6.33,-6.74
41.059,-58.53,-6.22,-6.6
41.159,-58.28,-5.53,-6.85
41.259,-57.94,-5.34,-7.56
41.36,-57.68,-5.82,-7.53
41.46,-57.83,-5.78,-7.42
41.56,-57.62,-5.99,-7.37
41.661,-57.29,-6.44,-7.92
41.761,-57.52,-6.39,-7.25
41.861,-57.89,-6.33,-6.88
41.962,-57.28,-6.69,-6.67
42.063,-57.25,-7.28,-6.76
42.163,-57.86,-7.75,-6.76
42.263,-57.87,-7.46,-6.84
42.364,-58.01,-6.84,-6.95
42.464,-58.12,-6.7,-6.9
42.564,-58.03,-6.48,-6.85
42.665,-57.98,-6.75,-7.28
42.765,-58.6,-7.01,-6.55
42.866,-58.19,-7.25,-6.58
42.966,-57.25,-7.25,-7.07
43.066,-57.1,-7.23,-7.27
43.167,-56.79,-6.96,-7.14
43.267,-56.62,-7.09,-7.53
43.367,-55.95,-7,-7.68
43.468,-56.1,-6.9,-7.4
43.568,-56.28,-6.86,-6.88
43.669,-55.91,-6.71,-6.49
43.769,-56.21,-6.45,-6.16
43.869,-56.25,-5.92,-6.85
43.97,-55.87,-5.4,-6.39
44.07,-55.21,-5.16,-5.79
44.17,-54.27,-4.86,-6.38
44.271,-53.83,-4.91,-6.82
44.371,-54.3,-5.97,-7.15
44.472,-54.98,-6.69,-8.15
44.573,-56.24,-6.8,-6.86
44.672,-56.82,-6.7,-6.94
44.773,-57.72,-6.59,-6.87
44.873,-58,-6.65,-5.84
44.974,-57.26,-6.81,-6.77
45.074,-57.27,-6.1,-6.97
45.175,-56.7,-5.52,-6.73
45.275,-56.73,-6.53,-5.92
45.375,-59.19,-7.57,-5.29
45.476,-58.99,-7.17,-5.48
45.576,-58.28,-7.29,-4.63
45.676,-58.6,-6.52,-6.13
45.777,-58.58,-6.98,-5.81
45.877,-59.17,-6.93,-6.39
45.977,-59.48,-6.52,-6.3
46.078,-59.01,-6.54,-6.72
46.178,-58.25,-6.5,-7
46.279,-58.63,-6.33,-7.02
46.379,-59.34,-6.18,-6.73
46.48,-60.09,-6.37,-6.82
46.58,-60.62,-7.04,-5.65
46.68,-60.48,-6.69,-5.71
46.78,-60.16,-6.75,-5.85
46.881,-59.89,-6.63,-5.36
46.981,-59.69,-6.33,-4.91
47.082,-59.09,-6.21,-5.15
47.182,-59.24,-6.68,-3.82
47.282,-59.5,-6.27,-4.3
47.383,-59.25,-5.97,-4.51
47.484,-59.4,-6.15,-4.45
47.584,-59.53,-5.55,-5.59
47.684,-60.2,-5.15,-6.27
47.784,-60.54,-5.23,-7.17
47.885,-59.23,-4.88,-8.29
47.985,-58.23,-4.28,-8.83
48.086,-57.65,-4.69,-6.65
48.186,-57.42,-5.07,-7.59
48.286,-57.63,-5.12,-7.58
48.387,-58.51,-5.54,-8.21
48.487,-59.61,-5.25,-6.76
48.588,-60.59,-5.06,-7.4
48.688,-62.54,-5.68,-8.65
48.788,-63.34,-6.06,-8.78
48.889,-62.94,-4.93,-10.59
48.989,-62.75,-4.25,-11.01
49.089,-63.34,-3.88,-10.34
49.19,-63.97,-4.69,-9.38
49.29,-63.51,-4.77,-8.45
49.391,-62.37,-5.39,-7.51
49.49,-61.56,-5.8,-7.19
49.592,-61.5,-6.1,-7.95
49.692,-62.23,-6.12,-9.07
49.792,-62.84,-6.17,-9.65
49.892,-63.51,-5.73,-9.95
49.993,-62.61,-6.79,-11.44
50.093,-61.8,-6.59,-12.4
50.194,-59.94,-6.15,-11.19
50.294,-58.35,-6.69,-9.17
50.394,-57.2,-6.43,-9.88
50.495,-58.24,-6.21,-11.57
50.595,-60.03,-8.18,-11.84
50.696,-61.75,-8,-11.97
50.796,-62.85,-7.53,-10.22
50.896,-63.22,-8.02,-8.25
50.997,-62.85,-7.95,-7.3
51.097,-61.71,-8.15,-6.88
51.197,-60.43,-7.35,-7.88
51.298,-59,-7.18,-7.43
51.398,-58.78,-7.11,-7.97
51.498,-57.57,-7.11,-7.51
51.599,-56.39,-6.97,-7.5
51.699,-55.5,-7.33,-7.52
51.8,-54.74,-7.8,-7.5
51.9,-54.5,-7.52,-8
52,-54.32,-7.04,-7.82
52.101,-54.15,-7.29,-7.32
52.201,-54.22,-7.04,-8.48
52.302,-53.9,-6.52,-8.65
52.402,-53.31,-6.31,-7.64
52.503,-52.84,-7.05,-7.47
52.603,-52.43,-7.19,-6.93
52.703,-51.73,-7.42,-6.52
52.804,-51.09,-7.57,-6.47
52.904,-50.74,-7.71,-6.37
53.004,-50.85,-7.37,-6.74
53.105,-51.23,-7.32,-6.13
53.205,-51.54,-7.34,-6.2
53.306,-51.65,-7.15,-6.2
53.406,-51.7,-6.82,-6.37
53.507,-51.65,-6.65,-6.33
53.607,-51.61,-6.47,-5.38
53.707,-51.24,-6.33,-4.94
53.807,-50.44,-7.35,-4.57
53.908,-50.31,-7.54,-5.12
54.008,-49.59,-7.49,-5.96
54.109,-49.28,-7.67,-5.72
54.209,-49.54,-7.91,-5.37
54.309,-49.75,-7.9,-5.31
54.41,-49.98,-6.84,-5.71
54.51,-50.41,-6.52,-5.58
54.607,-50.5,-5.46,-5.35
54.707,-50.4,-4.59,-5.94
54.807,-50.27,-4.96,-6.63
54.908,-50.01,-5.84,-6.73
55.01,-50.02,-6.01,-7.06
55.11,-50.14,-6.71,-7.39
55.21,-50.7,-6.7,-6.22
55.311,-50.42,-6.46,-6.64
55.411,-50.42,-6.68,-6.31
55.511,-51,-6.23,-7.1
55.612,-50.74,-5.49,-6.89
55.713,-50.18,-5.09,-6.67
55.813,-49.77,-5.38,-6.41
55.913,-49.09,-6.39,-5.92
56.014,-49.67,-6.52,-5.78
56.114,-49.65,-6.43,-5.84
56.214,-49.2,-6.28,-6.42
56.315,-48.91,-5.78,-6.23
56.415,-48.01,-4.74,-6.79
56.515,-47.8,-4.29,-7.03
56.616,-47.71,-4.54,-6.88
56.716,-47.29,-4.83,-6.95
56.817,-47.25,-5.68,-6.88
56.917,-47.93,-6.05,-7.13
57.017,-47.91,-6.28,-6.69
57.118,-47.67,-6.31,-7.24
57.218,-48.15,-6.39,-7.94
57.319,-49.05,-5.91,-9.08
57.419,-49.7,-5.5,-9.87
57.519,-50.54,-4.85,-10.35
57.62,-50.61,-3.8,-11.88
57.721,-49.04,-4.64,-9.72
57.82,-48.85,-4.42,-11.72
57.921,-48.89,-5.7,-7.67
58.021,-48.6,-6.04,-9.59
58.122,-49.9,-6.98,-9.35
58.222,-51.17,-7.21,-10.24
58.322,-52.38,-7.33,-10.97
58.423,-53.27,-7.65,-11.31
58.521,-51.89,-7.7,-11.21
58.622,-50.38,-8.12,-10.96
58.722,-48.73,-8.25,-10.64
58.823,-47,-8.47,-11.78
58.923,-44.68,-8.59,-11.61
59.03,-41.58,-8.42,-11.49
59.13,-37.7,-7.56,-11.42
59.231,-33.67,-7.28,-10.85
59.331,-30.3,-7.34,-9.39
59.432,-27.31,-7.29,-8.84
59.532,-23.96,-7.47,-8.77
59.633,-21.09,-7.88,-8.88
59.733,-19.23,-7.95,-9.02
59.833,-18.11,-7.64,-9.38
59.934,-17.83,-7.33,-9.82
60.034,-17.62,-6.48,-10.3
60.134,-17.24,-6.03,-9.97
